Report_Data_Extracted,PHU_Num,PHU,LTC_Home,LTCH_Num,City,Beds,Total_LTC_Resident_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Cases
2020-12-21,2253,Peel,Cooksville Care Centre,2124,Mississauga,192,0,21,<5
2020-12-21,2268,Windsor-Essex,Banwell Gardens Care Centre,2263,Tecumseh,142,<5,0,<5
2020-12-21,3895,Toronto,Rockcliffe Care Community,2131,Scarborough,204,0,23,<5
2020-12-21,2230,Durham,Hillsdale Estates,M539,Oshawa,300,0,0,<5
2020-12-21,3895,Toronto,Shepherd Lodge,2782,Toronto,252,<5,8,<5
2020-12-21,2253,Peel,Villa Forum,2855,Mississauga,160,<5,12,6
2020-12-21,2246,Niagara,Garden City Manor,2364,St. Catharines,200,<5,6,13
2020-12-21,2230,Durham,Chartwell Wynfield Long Term Care Residence,2885,Oshawa,172,0,0,<5
2020-12-21,2230,Durham,Orchard Villa,2693,Pickering,233,0,70,<5
2020-12-21,3895,Toronto,Seniors' Health Centre,2744,North York,192,<5,<5,<5
2020-12-21,2258,Eastern Ontario,Champlain Long Term Care Residence,925,L'Orignal,60,0,0,<5
2020-12-21,2241,Kingston Frontenac L & A,Extendicare Kingston,2616,Kingston,150,0,0,0
2020-12-21,3895,Toronto,Wesburn Manor,M612,Etobicoke,192,0,<5,<5
2020-12-21,2244,Middlesex-London,McGarrell Place,2964,London,157,0,0,<5
2020-12-21,2241,Kingston Frontenac L & A,Fairmount Home for the Aged,M521,Glenburnie,128,<5,0,<5
2020-12-21,2258,Eastern Ontario,Pinecrest (Plantagenet),2797,Plantagenet,60,0,11,<5
2020-12-21,2236,Halton,Allendale,M536,Milton,200,8,19,8
2020-12-21,2268,Windsor-Essex,The Village of Aspen Lake,3037,Windsor,192,<5,0,<5
2020-12-21,2253,Peel,Woodhall Park Care Community,2928,Brampton,147,5,10,9
2020-12-21,2237,Hamilton,"St. Joseph's Villa, Dundas",2975,Dundas,425,<5,8,<5
2020-12-21,2236,Halton,Wyndham Manor Long Term Care Centre,2910,Oakville,128,8,14,8
2020-12-21,2268,Windsor-Essex,Sun Parlor Home for Senior Citizens,M579,Leamington,206,0,<5,<5
2020-12-21,2235,Haliburton Kawartha Pr,Case Manor Care Community,958,Bobcaygeon,96,0,0,<5
2020-12-21,2270,York Region,Villa Leonardo Gambin,2947,Woodbridge,168,<5,12,<5
2020-12-21,3895,Toronto,Copernicus Lodge,2937,Toronto,228,<5,0,<5
2020-12-21,2237,Hamilton,The Village of Wentworth Heights,2841,Hamilton,120,0,0,<5
2020-12-21,2253,Peel,Streetsville Care Community,2648,Mississauga,118,9,0,<5
2020-12-21,3895,Toronto,Harmony Hills Care Community,2832,East York,160,0,11,6
2020-12-21,2253,Peel,Burton Manor,2953,Brampton,128,0,12,<5
2020-12-21,2270,York Region,York Region Newmarket Health Centre,M534,Newmarket,132,16,<5,8
2020-12-21,5183,Huron Perth,Knollcrest Lodge,2996,Milverton,78,0,0,<5
2020-12-21,2246,Niagara,Gilmore Lodge,M528,Fort Erie,80,0,9,<5
2020-12-21,2253,Peel,Erin Mills Lodge Nursing Home,2736,Mississauga,86,0,17,<5
2020-12-21,2258,Eastern Ontario,The Palace,2642,Alexandria,70,0,0,<5
2020-12-21,3895,Toronto,The Village of Humber Heights,2957,Etobicoke,192,<5,23,0
2020-12-21,2270,York Region,Elginwood,2869,Richmond Hill,124,0,0,<5
2020-12-21,2270,York Region,Langstaff Square Care Community,2907,Richmond Hill,160,0,0,<5
2020-12-21,2236,Halton,Chartwell Waterford Long Term Care Residence,2908,Oakville,168,0,11,<5
2020-12-21,2237,Hamilton,Macassa  Lodge,M552,Hamilton,270,0,0,<5
2020-12-21,2236,Halton,Mount Nemo Christian Nursing Home,2577,Burlington,61,0,0,<5
2020-12-21,3895,Toronto,Extendicare Rouge Valley,2883,Toronto,192,0,12,<5
2020-12-21,2244,Middlesex-London,McCormick Home,2965,London,160,<5,0,0
2020-12-21,4913,South West,Maple Manor Nursing Home,1049,Tillsonburg,107,0,0,<5
2020-12-21,2265,Waterloo,Nithview Home,3004,New Hamburg,97,0,0,<5
2020-12-21,2230,Durham,Winbourne Park,2871,Ajax,110,0,<5,<5
2020-12-21,2265,Waterloo,Pinehaven Nursing Home,2805,Waterloo,84,0,0,<5
2020-12-21,2257,Renfrew,Groves Park Lodge,2646,Renfrew,100,0,0,0
2020-12-21,2253,Peel,The Village of Sandalwood Park,2859,Brampton,120,<5,0,6
2020-12-21,2246,Niagara,Douglas H. Rapelje Lodge,M604,Welland,120,0,0,<5
2020-12-21,2251,Ottawa,Carlingview Manor,2420,Ottawa,303,0,61,<5
2020-12-21,2246,Niagara,Linhaven,M551,St. Catharines,248,0,0,<5
2020-12-21,2244,Middlesex-London,Extendicare London,2173,London,170,0,0,<5
2020-12-21,2235,Haliburton Kawartha Pr,Extendicare Kawartha Lakes,2838,Lindsay,64,<5,0,0
2020-12-21,2236,Halton,CAMA Woodlands Nursing Home,2774,Burlington,134,0,0,<5
2020-12-21,2253,Peel,Cawthra Gardens,2912,Mississauga,192,0,0,<5
2020-12-21,2265,Waterloo,Columbia Forest,2856,Waterloo,156,0,0,<5
2020-12-21,2253,Peel,The Village of Erin Meadows,2881,Mississauga,180,<5,20,<5
2020-12-21,2237,Hamilton,Morriston Park Nursing Home,2727,Puslinch,28,0,0,<5
2020-12-21,3895,Toronto,Downsview Long Term Care Centre,1041,North York,252,<5,64,<5
2020-12-21,2270,York Region,Sherwood Court Long Term Care Centre,2894,Maple,96,0,0,<5
2020-12-21,2253,Peel,Camilla Care Community,2472,Mississauga,236,0,68,<5
2020-12-21,2255,Peterborough,Fairhaven,M520,Peterborough,256,0,<5,<5
2020-12-21,2237,Hamilton,Parkview Nursing Centre,2700,Hamilton,126,0,0,<5
2020-12-21,2253,Peel,Peel Manor,M562,Brampton,177,0,<5,<5
2020-12-21,2244,Middlesex-London,Chelsey Park,2655,London,247,0,0,<5
2020-12-21,2265,Waterloo,Sunnyside Home,M578,Kitchener,263,0,0,<5
2020-12-21,2246,Niagara,"Niagara Health System, Welland Hospital Site, Extended Care Unit",2607,St. Catharines,115,0,0,<5
2020-12-21,2237,Hamilton,BayWoods Place,2581,Hamilton,128,<5,<5,<5
2020-12-21,2253,Peel,Grace Manor,2942,Brampton,120,0,12,<5
2020-12-21,2237,Hamilton,Chartwell Willowgrove Long Term Care Residence,2921,Ancaster,169,5,18,<5
2020-12-21,2270,York Region,Mackenzie Health Long Term Care Facility,2825,Richmond Hill,168,0,0,<5
2020-12-21,2253,Peel,Tall Pines Long Term Care Centre,M616,Brampton,160,0,0,<5
2020-12-21,4913,South West,Woodingford Lodge - Tillsonburg,M615,Tillsonburg,34,0,0,<5
2020-12-21,2266,Wellington-Dufferin-Guelph,Wellington Terrace Long-Term Care Home,M629,Fergus,176,0,0,<5
2020-12-21,2266,Wellington-Dufferin-Guelph,"St. Joseph's Health Centre, Guelph",3011,Guelph,240,0,0,<5
2020-12-21,2230,Durham,Chartwell Ballycliffe Long Term Care Residence,2658,Ajax,100,0,32,<5
2020-12-21,2270,York Region,River Glen Haven Nursing Home,1021,Sutton West,119,0,36,<5
2020-12-21,2265,Waterloo,Cambridge Country Manor,2651,Cambridge,79,54,<5,47
2020-12-21,2253,Peel,King Nursing Home,901,Bolton,86,19,0,7
2020-12-21,2236,Halton,Maple Villa Long Term Care Centre,2408,Burlington,93,0,0,<5
2020-12-21,2265,Waterloo,Saint Luke's Place,3014,Cambridge,114,0,0,<5
2020-12-21,4913,South West,Elgin Manor,M518,St. Thomas,90,<5,0,0
2020-12-21,3895,Toronto,St. George Care Community,2594,Toronto,238,60,<5,26
2020-12-21,3895,Toronto,Westside,2663,Etobicoke,242,33,31,105
2020-12-21,2262,Thunder Bay,Southbridge Pinewood,2962,Thunder Bay,128,0,0,<5
2020-12-21,2230,Durham,The Village of Taunton Mills,2902,Whitby,120,0,0,<5
2020-12-21,2234,Haldimand-Norfolk,Norview Lodge,M624,Simcoe,179,0,0,<5
2020-12-21,2268,Windsor-Essex,Richmond Terrace,1149,Amherstburg,128,0,0,<5
2020-12-21,2268,Windsor-Essex,Extendicare Tecumseh,2904,Tecumseh,128,32,0,13
2020-12-21,2268,Windsor-Essex,Berkshire Care Centre,2541,Windsor,231,28,0,28
2020-12-21,2268,Windsor-Essex,Country Village Homes - Woodslee,2576,Woodslee,104,<5,18,<5
2020-12-21,2244,Middlesex-London,Country Terrace,907,Komoka,120,13,<5,12
2020-12-21,2237,Hamilton,Grace Villa Nursing Home,2741,Hamilton,184,74,25,26
2020-12-21,4913,South West,Terrace Lodge,M583,Aylmer,100,0,0,<5
2020-12-21,2242,Lambton,Trillium Villa Nursing Home,2217,Sarnia,152,0,0,<5
2020-12-21,2233,Grey-Bruce,The Village Seniors Community,2599,Hanover,70,0,0,<5
2020-12-21,2253,Peel,Faith Manor Nursing Home,2745,Brampton,120,46,18,48
2020-12-21,2236,Halton,Burloak,2857,Burlington,144,0,0,<5
2020-12-21,2262,Thunder Bay,Southbridge Roseview,2866,Thunder Bay,157,14,14,11
2020-12-21,2246,Niagara,Bella Senior Care Residences,2890,Niagara Falls,160,0,0,<5
2020-12-21,2258,Eastern Ontario,Tsiionkwanonhsote,2800,Akwesasne,50,<5,0,<5
2020-12-21,2268,Windsor-Essex,The Village at St. Clair,3046,Windsor,256,94,8,49
2020-12-21,2251,Ottawa,Extendicare Starwood,2485,Nepean,192,0,25,<5
2020-12-21,2230,Durham,Thorntonview,2534,Oshawa,154,<5,17,36
2020-12-21,2237,Hamilton,Idlewyld Manor,2931,Hamilton,192,<5,<5,<5
2020-12-21,2246,Niagara,Millennium Trail Manor,2948,Niagara Falls,160,15,6,6
2020-12-21,2262,Thunder Bay,Pioneer Ridge,M599,Thunder Bay,150,0,0,<5
2020-12-21,3895,Toronto,Chartwell Trilogy Long Term Care Residence,2899,Scarborough,197,13,<5,7
2020-12-21,2251,Ottawa,Extendicare New Orchard Lodge,2302,Ottawa,111,6,0,<5
2020-12-21,2237,Hamilton,Shalom Village Nursing Home,2775,Hamilton,127,44,9,18
2020-12-21,2260,Simcoe-Muskoka,Trillium Manor Home for the Aged,M585,Orillia,122,5,0,8
2020-12-21,2260,Simcoe-Muskoka,Coleman Care Centre,2696,Barrie,112,0,0,<5
2020-12-21,2230,Durham,Sunnycrest Nursing Home,1013,Whitby,136,0,32,37
2020-12-21,2236,Halton,Extendicare Halton Hills,2892,Georgetown,130,17,<5,15
2020-12-21,3895,Toronto,Tendercare Living Centre,2649,Scarborough,254,118,21,47
2020-12-21,2263,Timiskaming,Teck Pioneer Residence,M619,Kirkland Lake,81,0,0,<5
2020-12-21,2268,Windsor-Essex,Huron Lodge Long Term Care Home,M631,Windsor,224,<5,0,0
2020-12-21,2244,Middlesex-London,peopleCare Oakcrossing London,2980,London,160,0,0,<5
2020-12-21,2246,Niagara,Oakwood Park Lodge,2661,Niagara Falls,153,89,6,57
2020-12-21,2237,Hamilton,Ridgeview,2849,Stoney Creek,120,0,0,<5
2020-12-21,2237,Hamilton,Heritage Green Nursing Home,2776,Stoney Creek,167,0,<5,<5
2020-12-21,2258,Eastern Ontario,Lancaster Long Term Care Residence,2680,Lancaster,60,0,0,<5
2020-12-21,3895,Toronto,Deerwood Creek Care Community,2837,Etobicoke,160,<5,0,7
2020-12-21,2236,Halton,Bennett Health Care Centre,2816,Georgetown,66,<5,0,<5
2020-12-21,2237,Hamilton,Alexander Place,2861,Waterdown,128,0,0,<5
2020-12-21,3895,Toronto,Chartwell White Eagle Long Term Care Residence,2583,Toronto,56,<5,13,8
2020-12-21,2227,Brant,John Noble Home,M544,Brantford,156,0,0,<5
2020-12-21,3895,Toronto,Yee Hong Centre - Scarborough Finch,2934,Scarborough,250,<5,0,0
2020-12-21,3895,Toronto,Suomi-Koti Toronto Nursing Home,2792,Toronto,34,0,8,<5
2020-12-21,2236,Halton,Billings Court Manor,2938,Burlington,160,0,<5,<5
2020-12-21,2266,Wellington-Dufferin-Guelph,Avalon Retirement Centre,2715,Orangeville,137,0,0,<5
2020-12-21,2240,Chatham-Kent,Fairfield Park,2823,Wallaceburg,103,0,0,<5
2020-12-21,3895,Toronto,Craiglee Nursing Home,2503,Scarborough,169,<5,25,<5
2020-12-21,2237,Hamilton,The Meadows,2844,Ancaster,128,<5,0,0
2020-12-21,3895,Toronto,Fudger House,M524,Toronto,250,0,13,5
2020-12-21,3895,Toronto,Hellenic Home - Scarborough,2941,Scarborough,128,<5,15,<5
2020-12-21,2266,Wellington-Dufferin-Guelph,The Village of Riverside Glen,2915,Guelph,192,0,0,<5
2020-12-21,3895,Toronto,Villa Colombo Homes for the Aged,3020,Toronto,391,<5,34,7
2020-12-21,4913,South West,Chartwell Aylmer Long Term Care Residence,2740,Aylmer,64,0,0,<5
2020-12-21,3895,Toronto,Fieldstone Commons Care Community,2906,Scarborough,224,<5,<5,7
2020-12-21,3895,Toronto,The Wexford,3021,Scarborough,166,24,0,6
2020-12-21,2253,Peel,Malton Village Long Term Care Centre,M618,Mississauga,160,0,<5,<5
2020-12-21,2270,York Region,Chartwell Woodhaven Long Term Care Residence,2888,Markham,192,30,<5,21
2020-12-21,2270,York Region,Villa Colombo Seniors Centre (Vaughan),2969,Vaughan,160,0,24,<5
2020-12-21,5183,Huron Perth,Exeter Villa,2749,Exeter,47,0,0,<5
2020-12-22,3895,Toronto,Wesburn Manor,M612,Etobicoke,192,0,<5,<5
2020-12-22,3895,Toronto,Valleyview Residence,2954,North York,174,<5,<5,<5
2020-12-22,3895,Toronto,Suomi-Koti Toronto Nursing Home,2792,Toronto,34,0,8,<5
2020-12-22,2236,Halton,Bennett Health Care Centre,2816,Georgetown,66,<5,0,<5
2020-12-22,2237,Hamilton,Ridgeview,2849,Stoney Creek,120,0,0,<5
2020-12-22,3895,Toronto,Chartwell White Eagle Long Term Care Residence,2583,Toronto,56,<5,13,8
2020-12-22,3895,Toronto,Craiglee Nursing Home,2503,Scarborough,169,<5,25,<5
2020-12-22,2237,Hamilton,The Meadows,2844,Ancaster,128,<5,0,0
2020-12-22,3895,Toronto,The Wexford,3021,Scarborough,166,24,0,6
2020-12-22,2266,Wellington-Dufferin-Guelph,Avalon Retirement Centre,2715,Orangeville,137,0,0,<5
2020-12-22,2241,Kingston Frontenac L & A,Extendicare Kingston,2616,Kingston,150,0,0,0
2020-12-22,2236,Halton,Billings Court Manor,2938,Burlington,160,0,<5,<5
2020-12-22,2244,Middlesex-London,McGarrell Place,2964,London,157,0,0,<5
2020-12-22,2241,Kingston Frontenac L & A,Fairmount Home for the Aged,M521,Glenburnie,128,<5,0,<5
2020-12-22,2236,Halton,Allendale,M536,Milton,200,8,19,8
2020-12-22,2268,Windsor-Essex,The Village of Aspen Lake,3037,Windsor,192,<5,0,<5
2020-12-22,5183,Huron Perth,Knollcrest Lodge,2996,Milverton,78,0,0,<5
2020-12-22,2230,Durham,Orchard Villa,2693,Pickering,233,0,70,<5
2020-12-22,2237,Hamilton,The Village of Wentworth Heights,2841,Hamilton,120,0,0,<5
2020-12-22,2253,Peel,Streetsville Care Community,2648,Mississauga,118,9,0,<5
2020-12-22,3895,Toronto,Chartwell Trilogy Long Term Care Residence,2899,Scarborough,197,13,<5,7
2020-12-22,2258,Eastern Ontario,Champlain Long Term Care Residence,925,L'Orignal,60,0,0,<5
2020-12-22,2234,Haldimand-Norfolk,Norview Lodge,M624,Simcoe,179,0,0,<5
2020-12-22,2246,Niagara,Bella Senior Care Residences,2890,Niagara Falls,160,0,0,<5
2020-12-22,2268,Windsor-Essex,The Village at St. Clair,3046,Windsor,256,94,8,49
2020-12-22,2236,Halton,Burloak,2857,Burlington,144,0,0,<5
2020-12-22,2237,Hamilton,Shalom Village Nursing Home,2775,Hamilton,127,44,9,18
2020-12-22,4913,South West,Elgin Manor,M518,St. Thomas,90,<5,0,0
2020-12-22,2268,Windsor-Essex,Huron Lodge Long Term Care Home,M631,Windsor,224,<5,0,0
2020-12-22,2268,Windsor-Essex,Richmond Terrace,1149,Amherstburg,128,0,0,<5
2020-12-22,2236,Halton,Maple Villa Long Term Care Centre,2408,Burlington,93,0,0,<5
2020-12-22,2237,Hamilton,Heritage Green Nursing Home,2776,Stoney Creek,167,0,<5,<5
2020-12-22,2244,Middlesex-London,peopleCare Oakcrossing London,2980,London,160,0,0,<5
2020-12-22,2236,Halton,Wyndham Manor Long Term Care Centre,2910,Oakville,128,8,14,8
2020-12-22,2270,York Region,River Glen Haven Nursing Home,1021,Sutton West,119,0,36,<5
2020-12-22,4913,South West,Terrace Lodge,M583,Aylmer,100,0,0,<5
2020-12-22,2242,Lambton,Trillium Villa Nursing Home,2217,Sarnia,152,0,0,<5
2020-12-22,2230,Durham,The Village of Taunton Mills,2902,Whitby,120,0,0,<5
2020-12-22,4913,South West,Chartwell Aylmer Long Term Care Residence,2740,Aylmer,64,0,0,<5
2020-12-22,3895,Toronto,Yee Hong Centre - Scarborough Finch,2934,Scarborough,250,<5,0,0
2020-12-22,5183,Huron Perth,Exeter Villa,2749,Exeter,47,0,0,<5
2020-12-22,2237,Hamilton,Alexander Place,2861,Waterdown,128,0,0,<5
2020-12-22,2227,Brant,John Noble Home,M544,Brantford,156,0,0,<5
2020-12-22,2265,Waterloo,Saint Luke's Place,3014,Cambridge,114,0,0,<5
2020-12-22,2244,Middlesex-London,McCormick Home,2965,London,160,<5,0,0
2020-12-22,3895,Toronto,Harmony Hills Care Community,2832,East York,160,0,11,6
2020-12-22,2270,York Region,Mackenzie Health Long Term Care Facility,2825,Richmond Hill,168,0,0,<5
2020-12-22,2253,Peel,Tall Pines Long Term Care Centre,M616,Brampton,160,0,0,<5
2020-12-22,4913,South West,Woodingford Lodge - Tillsonburg,M615,Tillsonburg,34,0,0,<5
2020-12-22,2266,Wellington-Dufferin-Guelph,Wellington Terrace Long-Term Care Home,M629,Fergus,176,0,0,<5
2020-12-22,4913,South West,Maple Manor Nursing Home,1049,Tillsonburg,107,0,0,<5
2020-12-22,2258,Eastern Ontario,The Palace,2642,Alexandria,70,0,0,<5
2020-12-22,2270,York Region,Elginwood,2869,Richmond Hill,124,0,0,<5
2020-12-22,2237,Hamilton,BayWoods Place,2581,Hamilton,128,<5,<5,<5
2020-12-22,2236,Halton,Mount Nemo Christian Nursing Home,2577,Burlington,61,0,0,<5
2020-12-22,2246,Niagara,"Niagara Health System, Welland Hospital Site, Extended Care Unit",2607,St. Catharines,115,0,0,<5
2020-12-22,2246,Niagara,Gilmore Lodge,M528,Fort Erie,80,0,9,<5
2020-12-22,2266,Wellington-Dufferin-Guelph,"St. Joseph's Health Centre, Guelph",3011,Guelph,240,0,0,<5
2020-12-22,2230,Durham,Winbourne Park,2871,Ajax,110,0,<5,<5
2020-12-22,2265,Waterloo,Pinehaven Nursing Home,2805,Waterloo,84,0,0,<5
2020-12-22,2257,Renfrew,Groves Park Lodge,2646,Renfrew,100,0,0,0
2020-12-22,2246,Niagara,Douglas H. Rapelje Lodge,M604,Welland,120,0,0,<5
2020-12-22,2251,Ottawa,Carlingview Manor,2420,Ottawa,303,0,61,<5
2020-12-22,2246,Niagara,Linhaven,M551,St. Catharines,248,0,0,<5
2020-12-22,2244,Middlesex-London,Extendicare London,2173,London,170,0,0,<5
2020-12-22,2270,York Region,Langstaff Square Care Community,2907,Richmond Hill,160,0,0,<5
2020-12-22,3895,Toronto,Shepherd Lodge,2782,Toronto,252,<5,8,<5
2020-12-22,2246,Niagara,Extendicare St. Catharines,2321,St. Catharines,153,0,0,<5
2020-12-22,2244,Middlesex-London,Dearness Home for Senior Citizens,M514,London,243,0,0,<5
2020-12-22,2230,Durham,Hillsdale Terraces,M630,Oshawa,200,<5,13,8
2020-12-22,2230,Durham,Chartwell Wynfield Long Term Care Residence,2885,Oshawa,172,0,0,<5
2020-12-22,2270,York Region,Chartwell Pine Grove Long Term Care Residence,2808,Woodbridge,96,0,10,<5
2020-12-22,2253,Peel,Hawthorn Woods Care Community,2887,Brampton,160,11,14,17
2020-12-22,4913,South West,peopleCare Tavistock,2614,Tavistock,100,0,0,<5
2020-12-22,2253,Peel,Cooksville Care Centre,2124,Mississauga,192,0,21,<5
2020-12-22,2237,Hamilton,Chartwell Willowgrove Long Term Care Residence,2921,Ancaster,169,5,18,<5
2020-12-22,2230,Durham,Hillsdale Estates,M539,Oshawa,300,0,0,<5
2020-12-22,2236,Halton,Chartwell Waterford Long Term Care Residence,2908,Oakville,168,0,11,<5
2020-12-22,2253,Peel,Villa Forum,2855,Mississauga,160,<5,12,6
2020-12-22,3895,Toronto,Extendicare Rouge Valley,2883,Toronto,192,0,12,<5
2020-12-22,3895,Toronto,Castleview Wychwood Towers,M510,Toronto,456,<5,<5,<5
2020-12-22,2237,Hamilton,Morriston Park Nursing Home,2727,Puslinch,28,0,0,<5
2020-12-22,2270,York Region,Sherwood Court Long Term Care Centre,2894,Maple,96,0,0,<5
2020-12-22,2255,Peterborough,Fairhaven,M520,Peterborough,256,0,<5,<5
2020-12-22,2237,Hamilton,Parkview Nursing Centre,2700,Hamilton,126,0,0,<5
2020-12-22,2230,Durham,Chartwell Ballycliffe Long Term Care Residence,2658,Ajax,100,0,32,<5
2020-12-22,2244,Middlesex-London,Chelsey Park,2655,London,247,0,0,<5
2020-12-22,3895,Toronto,Rockcliffe Care Community,2131,Scarborough,204,0,23,<5
2020-12-22,2244,Middlesex-London,Country Terrace,907,Komoka,120,12,<5,12
2020-12-22,2258,Eastern Ontario,Pinecrest (Plantagenet),2797,Plantagenet,60,0,11,<5
2020-12-22,3895,Toronto,Fieldstone Commons Care Community,2906,Scarborough,224,<5,<5,8
2020-12-22,2253,Peel,Camilla Care Community,2472,Mississauga,236,0,68,5
2020-12-22,3895,Toronto,Seven Oaks,M571,Scarborough,249,0,41,<5
2020-12-22,2253,Peel,Tyndall Nursing Home,2656,Mississauga,151,0,34,<5
2020-12-22,2253,Peel,The Village of Sandalwood Park,2859,Brampton,120,0,0,<5
2020-12-22,3895,Toronto,Fudger House,M524,Toronto,250,0,13,<5
2020-12-22,2270,York Region,Villa Leonardo Gambin,2947,Woodbridge,168,7,12,6
2020-12-22,2258,Eastern Ontario,Lancaster Long Term Care Residence,2680,Lancaster,60,0,0,<5
2020-12-22,3895,Toronto,Copernicus Lodge,2937,Toronto,228,9,0,<5
2020-12-22,2270,York Region,Woodbridge Vista Care Community,2945,Woodbridge,224,0,31,<5
2020-12-22,2266,Wellington-Dufferin-Guelph,The Village of Riverside Glen,2915,Guelph,192,0,0,<5
2020-12-22,3895,Toronto,Eatonville Care Centre,2468,Etobicoke,247,0,42,<5
2020-12-22,2253,Peel,Burton Manor,2953,Brampton,128,20,12,8
2020-12-22,2237,Hamilton,"St. Joseph's Villa, Dundas",2975,Dundas,425,<5,8,<5
2020-12-22,2253,Peel,Peel Manor,M562,Brampton,177,0,<5,<5
2020-12-22,2260,Simcoe-Muskoka,Coleman Care Centre,2696,Barrie,112,0,0,0
2020-12-22,2251,Ottawa,Extendicare New Orchard Lodge,2302,Ottawa,111,7,0,<5
2020-12-22,2268,Windsor-Essex,Country Village Homes - Woodslee,2576,Woodslee,104,<5,18,<5
2020-12-22,2251,Ottawa,Extendicare Starwood,2485,Nepean,192,0,26,<5
2020-12-22,2262,Thunder Bay,Pioneer Ridge,M599,Thunder Bay,150,0,0,0
2020-12-22,2253,Peel,The Village of Erin Meadows,2881,Mississauga,180,<5,20,<5
2020-12-22,3895,Toronto,Tendercare Living Centre,2649,Scarborough,254,118,21,47
2020-12-22,2230,Durham,Thorntonview,2534,Oshawa,154,37,19,31
2020-12-22,2253,Peel,Malton Village Long Term Care Centre,M618,Mississauga,160,0,<5,<5
2020-12-22,2268,Windsor-Essex,Extendicare Tecumseh,2904,Tecumseh,128,32,0,13
2020-12-22,2253,Peel,Grace Manor,2942,Brampton,120,0,12,<5
2020-12-22,2253,Peel,Faith Manor Nursing Home,2745,Brampton,120,30,20,50
2020-12-22,2268,Windsor-Essex,Sun Parlor Home for Senior Citizens,M579,Leamington,206,0,<5,<5
2020-12-22,3895,Toronto,Hellenic Home - Scarborough,2941,Scarborough,128,<5,16,<5
2020-12-22,3895,Toronto,The Heritage Nursing Home,2582,Toronto,201,<5,0,0
2020-12-22,2268,Windsor-Essex,Banwell Gardens Care Centre,2263,Tecumseh,142,19,0,<5
2020-12-22,2235,Haliburton Kawartha Pr,Golden Plough Lodge,M531,Cobourg,151,0,0,<5
2020-12-22,2268,Windsor-Essex,Berkshire Care Centre,2541,Windsor,231,42,0,32
2020-12-22,2253,Peel,Yee Hong Centre - Mississauga,2920,Mississauga,200,0,<5,0
2020-12-22,2253,Peel,Cawthra Gardens,2912,Mississauga,192,0,0,<5
2020-12-22,2270,York Region,York Region Newmarket Health Centre,M534,Newmarket,132,6,<5,9
2020-12-22,2246,Niagara,Oakwood Park Lodge,2661,Niagara Falls,153,89,7,83
2020-12-22,2253,Peel,King Nursing Home,901,Bolton,86,21,0,11
2020-12-22,2270,York Region,Chartwell Woodhaven Long Term Care Residence,2888,Markham,192,21,<5,17
2020-12-22,2270,York Region,Kristus Darzs Latvian Home,2997,Woodbridge,100,7,11,<5
2020-12-22,2246,Niagara,Millennium Trail Manor,2948,Niagara Falls,160,18,6,<5
2020-12-22,2262,Thunder Bay,Southbridge Roseview,2866,Thunder Bay,157,9,14,9
2020-12-22,3895,Toronto,Deerwood Creek Care Community,2837,Etobicoke,160,0,0,7
2020-12-22,3895,Toronto,St. George Care Community,2594,Toronto,238,60,<5,26
2020-12-22,2270,York Region,Villa Colombo Seniors Centre (Vaughan),2969,Vaughan,160,<5,24,<5
2020-12-22,2237,Hamilton,Idlewyld Manor,2931,Hamilton,192,0,<5,0
2020-12-22,2237,Hamilton,Grace Villa Nursing Home,2741,Hamilton,184,82,28,19
2020-12-22,2253,Peel,Extendicare Mississauga,2884,Mississauga,140,0,0,<5
2020-12-22,2235,Haliburton Kawartha Pr,Case Manor Care Community,958,Bobcaygeon,96,0,0,<5
2020-12-22,2260,Simcoe-Muskoka,Trillium Manor Home for the Aged,M585,Orillia,122,6,0,8
2020-12-22,2230,Durham,Sunnycrest Nursing Home,1013,Whitby,136,0,32,26
2020-12-22,2263,Timiskaming,Teck Pioneer Residence,M619,Kirkland Lake,81,0,0,<5
2020-12-22,2253,Peel,Maple Grove Care Community,2911,Brampton,160,<5,<5,<5
2020-12-22,2244,Middlesex-London,Westmount Gardens Long Term Care Home,2878,London,160,0,0,<5
2020-12-22,2230,Durham,Fairview Lodge,M522,Whitby,198,0,0,<5
2020-12-22,2227,Brant,St. Joseph's Lifecare Centre,2976,Brantford,205,0,0,<5
2020-12-22,2233,Grey-Bruce,The Village Seniors Community,2599,Hanover,70,0,0,<5
2020-12-22,2253,Peel,Vera M. Davis Community Care Centre,2734,Bolton,64,0,0,<5
2020-12-22,3895,Toronto,Westside,2663,Etobicoke,242,29,33,103
2020-12-22,2236,Halton,Extendicare Halton Hills,2892,Georgetown,130,21,<5,15
2020-12-22,2265,Waterloo,Cambridge Country Manor,2651,Cambridge,79,52,<5,49
2020-12-22,2265,Waterloo,Sunnyside Home,M578,Kitchener,263,0,0,<5
2020-12-22,2253,Peel,Woodhall Park Care Community,2928,Brampton,147,<5,10,8
2020-12-22,2265,Waterloo,Columbia Forest,2856,Waterloo,156,<5,0,<5
2020-12-22,2258,Eastern Ontario,Tsiionkwanonhsote,2800,Akwesasne,50,<5,0,0
2020-12-22,3895,Toronto,Villa Colombo Homes for the Aged,3020,Toronto,391,<5,34,6
2020-12-22,2262,Thunder Bay,Southbridge Pinewood,2962,Thunder Bay,128,0,0,<5
2020-12-22,2265,Waterloo,Trinity Village Care Centre,2580,Kitchener,150,0,18,10
