Report_Data_Extracted,PHU_Num,PHU,LTC_Homes_with_Active_Outbreak,LTC_Homes_with_Resolved_Outbreak,Confirmed_Active_LTC_Resident_Cases,Confirmed_Active_LTC_HCW_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Deaths
2020-05-06,2256,PORCUPINE,1,1,1,0,0,0
2020-05-06,2257,RENFREW,0,1,0,0,0,0
2020-05-06,2258,EASTERN ONTARIO,2,1,11,3,2,0
2020-05-06,2260,SIMCOE-MUSKOKA,3,2,20,11,12,0
2020-05-06,2261,SUDBURY,4,0,3,7,1,0
2020-05-06,2262,THUNDER BAY,1,0,0,1,0,0
2020-05-06,2263,TIMISKAMING,2,0,3,3,0,0
2020-05-06,2265,WATERLOO,10,3,205,117,64,0
2020-05-06,2266,WELLINGTON-DUFFERIN-GUELPH,5,2,42,28,17,0
2020-05-06,2268,WINDSOR-ESSEX,7,1,49,24,38,0
2020-05-06,2270,YORK REGION,12,1,203,110,69,0
2020-05-06,3895,TORONTO,56,5,1159,733,467,2
2020-05-06,4913,SOUTH WEST,0,1,0,0,0,0
2020-05-06,5183,Huron Perth,3,1,1,3,4,0
2020-05-07,2226,ALGOMA,1,0,3,0,0,0
2020-05-07,2227,BRANT,3,0,29,31,23,0
2020-05-07,2230,DURHAM,6,3,177,98,108,0
2020-05-07,2233,GREY-BRUCE,2,1,1,3,0,0
2020-05-07,2234,HALDIMAND-NORFOLK,2,1,0,4,0,0
2020-05-07,2235,HALIBURTON KAWARTHA PR,3,0,35,35,29,0
2020-05-07,2236,HALTON,2,3,3,5,0,0
2020-05-07,2237,HAMILTON,5,3,12,8,6,0
2020-05-07,2238,HASTINGS PRINCE EDWARD,3,2,8,6,3,0
2020-05-07,2240,CHATHAM-KENT,0,0,0,0,0,0
2020-05-07,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-05-07,2242,LAMBTON,1,2,2,2,2,0
2020-05-07,2243,"LEEDS,GRENVILLE,LANARK",2,1,53,17,32,0
2020-05-07,2244,MIDDLESEX-LONDON,6,3,19,23,11,0
2020-05-07,2246,NIAGARA,2,5,1,8,16,0
2020-05-07,2247,NORTH BAY-PARRY SOUND,1,0,1,0,0,0
2020-05-07,2249,NORTHWESTERN,0,0,0,0,0,0
2020-05-07,2251,OTTAWA,15,1,356,230,127,1
2020-05-07,2253,PEEL,14,0,406,167,95,1
2020-05-07,2255,PETERBOROUGH,2,1,1,3,0,0
2020-05-07,2256,PORCUPINE,1,1,1,0,0,0
2020-05-07,2257,RENFREW,0,1,0,0,0,0
2020-05-07,2258,EASTERN ONTARIO,2,1,12,3,6,0
2020-05-07,2260,SIMCOE-MUSKOKA,2,3,25,11,14,0
2020-05-07,2261,SUDBURY,4,0,3,7,1,0
2020-05-07,2262,THUNDER BAY,1,0,0,1,0,0
2020-05-07,2263,TIMISKAMING,2,0,3,3,0,0
2020-05-07,2265,WATERLOO,8,5,204,116,64,0
2020-05-07,2266,WELLINGTON-DUFFERIN-GUELPH,6,2,41,29,17,0
2020-05-07,2268,WINDSOR-ESSEX,7,1,49,24,38,0
2020-05-07,2270,YORK REGION,13,1,203,111,69,0
2020-05-07,3895,TORONTO,56,5,1133,759,485,2
2020-05-07,4913,SOUTH WEST,0,1,0,0,0,0
2020-05-07,5183,Huron Perth,3,1,1,3,4,0
2020-05-08,2226,ALGOMA,1,0,3,0,0,0
2020-05-08,2227,BRANT,3,0,29,31,23,0
2020-05-08,2230,DURHAM,6,4,131,112,110,0
2020-05-08,2233,GREY-BRUCE,2,1,1,3,0,0
2020-05-08,2234,HALDIMAND-NORFOLK,2,1,0,4,0,0
2020-05-08,2235,HALIBURTON KAWARTHA PR,2,1,35,33,29,0
2020-05-08,2236,HALTON,2,3,3,5,0,0
2020-05-08,2237,HAMILTON,5,3,12,8,6,0
2020-05-08,2238,HASTINGS PRINCE EDWARD,2,3,7,5,3,0
2020-05-08,2240,CHATHAM-KENT,0,0,0,0,0,0
2020-05-08,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-05-08,2242,LAMBTON,1,2,2,2,2,0
2020-05-08,2243,"LEEDS,GRENVILLE,LANARK",2,1,53,17,32,0
2020-05-08,2244,MIDDLESEX-LONDON,6,3,18,22,11,0
2020-05-08,2246,NIAGARA,2,5,0,3,17,0
2020-05-08,2247,NORTH BAY-PARRY SOUND,1,0,1,0,0,0
2020-05-08,2249,NORTHWESTERN,0,0,0,0,0,0
2020-05-08,2251,OTTAWA,15,1,351,230,128,1
2020-05-08,2253,PEEL,14,0,409,173,102,1
2020-05-08,2255,PETERBOROUGH,2,1,1,3,0,0
2020-05-08,2256,PORCUPINE,2,1,2,0,0,0
2020-05-08,2257,RENFREW,0,1,0,0,0,0
2020-05-08,2258,EASTERN ONTARIO,2,1,12,3,6,0
2020-05-08,2260,SIMCOE-MUSKOKA,2,3,25,11,14,0
2020-05-08,2261,SUDBURY,4,0,3,7,1,0
2020-05-08,2262,THUNDER BAY,1,0,0,1,0,0
2020-05-08,2263,TIMISKAMING,2,0,3,3,0,0
2020-05-08,2265,WATERLOO,8,5,197,114,71,0
2020-05-08,2266,WELLINGTON-DUFFERIN-GUELPH,6,2,41,29,17,0
2020-05-08,2268,WINDSOR-ESSEX,7,1,49,24,38,0
2020-05-08,2270,YORK REGION,14,1,222,127,72,0
2020-05-08,3895,TORONTO,56,6,1162,764,501,2
2020-05-08,4913,SOUTH WEST,0,1,0,0,0,0
2020-05-08,5183,Huron Perth,3,1,1,2,4,0
2020-05-09,2226,ALGOMA,1,0,3,0,0,0
2020-05-09,2227,BRANT,3,0,29,31,23,0
2020-05-09,2230,DURHAM,5,5,122,51,112,0
2020-05-09,2233,GREY-BRUCE,2,1,1,3,0,0
2020-05-09,2234,HALDIMAND-NORFOLK,2,1,0,4,0,0
2020-05-09,2235,HALIBURTON KAWARTHA PR,2,1,35,33,29,0
2020-05-09,2236,HALTON,2,3,3,5,0,0
2020-05-09,2237,HAMILTON,4,4,12,5,6,0
2020-05-09,2238,HASTINGS PRINCE EDWARD,2,3,7,5,3,0
2020-05-09,2240,CHATHAM-KENT,0,0,0,0,0,0
2020-05-09,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-05-09,2242,LAMBTON,1,2,2,2,2,0
2020-05-09,2243,"LEEDS,GRENVILLE,LANARK",2,1,53,17,32,0
2020-05-09,2244,MIDDLESEX-LONDON,6,3,18,22,11,0
2020-05-09,2246,NIAGARA,2,5,0,3,17,0
2020-05-09,2247,NORTH BAY-PARRY SOUND,1,0,1,0,0,0
2020-05-09,2249,NORTHWESTERN,0,0,0,0,0,0
2020-05-09,2251,OTTAWA,15,1,317,225,141,1
2020-05-09,2253,PEEL,14,0,383,188,115,1
2020-05-09,2255,PETERBOROUGH,1,2,1,3,0,0
2020-05-09,2256,PORCUPINE,2,1,2,0,0,0
2020-05-09,2257,RENFREW,0,1,0,0,0,0
2020-05-09,2258,EASTERN ONTARIO,2,1,28,7,7,0
2020-05-09,2260,SIMCOE-MUSKOKA,2,3,26,13,14,0
2020-05-09,2261,SUDBURY,5,0,4,7,1,0
2020-05-09,2262,THUNDER BAY,1,0,0,1,0,0
2020-05-09,2263,TIMISKAMING,2,0,3,3,0,0
2020-05-09,2265,WATERLOO,8,5,197,114,71,0
2020-05-09,2266,WELLINGTON-DUFFERIN-GUELPH,6,2,21,27,20,0
2020-05-09,2268,WINDSOR-ESSEX,7,1,49,24,38,0
2020-05-09,2270,YORK REGION,15,1,224,128,72,0
2020-05-09,3895,TORONTO,54,8,1185,770,517,2
2020-05-09,4913,SOUTH WEST,0,1,0,0,0,0
2020-05-09,5183,Huron Perth,3,1,1,2,4,0
2020-05-10,2226,ALGOMA,1,0,3,0,0,0
2020-05-10,2227,BRANT,3,0,29,31,23,0
2020-05-10,2230,DURHAM,5,5,122,51,112,0
2020-05-10,2233,GREY-BRUCE,2,1,1,3,0,0
2020-05-10,2234,HALDIMAND-NORFOLK,2,1,0,4,0,0
2020-05-10,2235,HALIBURTON KAWARTHA PR,2,1,35,33,29,0
2020-05-10,2236,HALTON,2,3,3,5,0,0
2020-05-10,2237,HAMILTON,4,4,12,5,6,0
2020-05-10,2238,HASTINGS PRINCE EDWARD,2,3,7,5,3,0
2020-05-10,2240,CHATHAM-KENT,0,0,0,0,0,0
2020-05-10,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-05-10,2242,LAMBTON,1,2,2,2,2,0
2020-05-10,2243,"LEEDS,GRENVILLE,LANARK",2,1,53,17,32,0
2020-05-10,2244,MIDDLESEX-LONDON,6,3,18,22,11,0
2020-05-10,2246,NIAGARA,2,5,0,3,17,0
2020-05-10,2247,NORTH BAY-PARRY SOUND,1,0,1,0,0,0
2020-05-10,2249,NORTHWESTERN,0,0,0,0,0,0
2020-05-10,2251,OTTAWA,15,1,317,225,141,1
2020-05-10,2253,PEEL,14,0,383,188,115,1
2020-05-10,2255,PETERBOROUGH,1,2,1,3,0,0
2020-05-10,2256,PORCUPINE,2,1,2,0,0,0
2020-05-10,2257,RENFREW,0,1,0,0,0,0
2020-05-10,2258,EASTERN ONTARIO,3,1,28,8,7,0
2020-05-10,2260,SIMCOE-MUSKOKA,2,3,26,13,14,0
2020-05-10,2261,SUDBURY,4,0,1,3,1,0
2020-05-10,2262,THUNDER BAY,1,0,0,1,0,0
2020-05-10,2263,TIMISKAMING,2,0,3,3,0,0
2020-05-10,2265,WATERLOO,9,4,198,114,71,0
2020-05-10,2266,WELLINGTON-DUFFERIN-GUELPH,6,2,21,27,20,0
2020-05-10,2268,WINDSOR-ESSEX,8,1,49,25,38,0
2020-05-10,2270,YORK REGION,15,1,224,128,72,0
2020-05-10,3895,TORONTO,54,8,1185,770,517,2
2020-05-10,4913,SOUTH WEST,0,1,0,0,0,0
2020-05-10,5183,Huron Perth,3,1,1,2,4,0
2020-05-11,2226,ALGOMA,1,0,3,0,0,0
2020-05-11,2227,BRANT,3,0,29,31,23,0
2020-05-11,2230,DURHAM,5,5,95,44,114,0
2020-05-11,2233,GREY-BRUCE,2,1,1,3,0,0
2020-05-11,2234,HALDIMAND-NORFOLK,2,1,0,4,0,0
2020-05-11,2235,HALIBURTON KAWARTHA PR,2,1,35,33,29,0
2020-05-11,2236,HALTON,2,3,3,5,0,0
2020-05-11,2237,HAMILTON,7,4,14,6,6,0
2020-05-11,2238,HASTINGS PRINCE EDWARD,2,3,7,5,3,0
2020-05-11,2240,CHATHAM-KENT,1,0,0,1,0,0
2020-05-11,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-05-11,2242,LAMBTON,1,2,5,2,3,0
2020-05-11,2243,"LEEDS,GRENVILLE,LANARK",2,1,53,17,32,0
2020-05-11,2244,MIDDLESEX-LONDON,6,3,18,22,11,0
2020-05-11,2246,NIAGARA,2,5,0,3,17,0
2020-05-11,2247,NORTH BAY-PARRY SOUND,1,0,1,0,0,0
2020-05-11,2249,NORTHWESTERN,0,0,0,0,0,0
2020-05-11,2251,OTTAWA,14,2,316,213,142,1
2020-05-11,2253,PEEL,14,0,383,188,115,1
2020-05-11,2255,PETERBOROUGH,1,2,1,3,0,0
2020-05-11,2256,PORCUPINE,3,0,3,0,0,0
2020-05-11,2257,RENFREW,1,1,0,1,0,0
2020-05-11,2258,EASTERN ONTARIO,3,1,28,8,7,0
2020-05-11,2260,SIMCOE-MUSKOKA,2,3,26,13,14,0
2020-05-11,2261,SUDBURY,4,1,1,3,1,0
2020-05-11,2262,THUNDER BAY,1,0,0,1,0,0
2020-05-11,2263,TIMISKAMING,2,0,3,3,0,0
2020-05-11,2265,WATERLOO,9,4,198,114,71,0
2020-05-11,2266,WELLINGTON-DUFFERIN-GUELPH,6,2,21,27,20,0
2020-05-11,2268,WINDSOR-ESSEX,9,0,49,26,38,0
2020-05-11,2270,YORK REGION,15,1,224,129,72,0
2020-05-11,3895,TORONTO,55,8,1185,771,517,2
2020-05-11,4913,SOUTH WEST,0,1,0,0,0,0
2020-05-11,5183,Huron Perth,2,2,1,1,4,0
2020-05-12,2226,ALGOMA,1,0,3,0,0,0
2020-05-12,2227,BRANT,2,1,29,29,23,0
2020-05-12,2230,DURHAM,7,4,88,46,116,0
2020-05-12,2233,GREY-BRUCE,3,1,2,3,0,0
2020-05-12,2234,HALDIMAND-NORFOLK,2,1,0,1,0,0
2020-05-12,2235,HALIBURTON KAWARTHA PR,2,1,35,33,29,0
2020-05-12,2236,HALTON,2,3,3,5,0,0
2020-05-12,2237,HAMILTON,9,3,8,9,6,0
2020-05-12,2238,HASTINGS PRINCE EDWARD,2,3,7,5,3,0
2020-05-12,2240,CHATHAM-KENT,0,0,0,1,0,0
2020-05-12,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-05-12,2242,LAMBTON,1,2,5,2,3,0
2020-05-12,2243,"LEEDS,GRENVILLE,LANARK",2,1,53,17,34,0
2020-05-12,2244,MIDDLESEX-LONDON,6,3,19,21,11,1
2020-05-12,2246,NIAGARA,3,4,2,3,17,0
2020-05-12,2247,NORTH BAY-PARRY SOUND,1,0,1,0,0,0
2020-05-12,2249,NORTHWESTERN,0,0,0,0,0,0
2020-05-12,2251,OTTAWA,13,3,301,216,147,1
2020-05-12,2253,PEEL,14,0,382,188,116,1
2020-05-12,2255,PETERBOROUGH,1,2,1,2,0,0
2020-05-12,2256,PORCUPINE,3,0,3,0,0,0
2020-05-12,2257,RENFREW,1,1,0,1,0,0
2020-05-12,2258,EASTERN ONTARIO,3,1,26,6,9,0
2020-05-12,2260,SIMCOE-MUSKOKA,2,3,16,10,17,0
2020-05-12,2261,SUDBURY,3,2,1,2,1,0
2020-05-12,2262,THUNDER BAY,1,0,0,1,0,0
2020-05-12,2263,TIMISKAMING,2,0,3,3,0,0
2020-05-12,2265,WATERLOO,10,5,201,118,72,0
2020-05-12,2266,WELLINGTON-DUFFERIN-GUELPH,5,3,20,27,20,0
2020-05-12,2268,WINDSOR-ESSEX,9,0,48,26,42,0
2020-05-12,2270,YORK REGION,15,1,226,129,78,0
2020-05-12,3895,TORONTO,52,12,1206,767,521,2
2020-05-12,4913,SOUTH WEST,0,1,0,0,0,0
2020-05-12,5183,Huron Perth,3,2,1,1,4,0
2020-05-13,2226,ALGOMA,1,0,3,0,0,0
2020-05-13,2227,BRANT,1,2,28,29,23,0
2020-05-13,2230,DURHAM,9,4,43,26,118,0
2020-05-13,2233,GREY-BRUCE,2,2,2,1,0,0
2020-05-13,2234,HALDIMAND-NORFOLK,2,1,0,1,0,0
2020-05-13,2235,HALIBURTON KAWARTHA PR,2,1,35,33,29,0
2020-05-13,2236,HALTON,1,4,2,2,0,0
2020-05-13,2237,HAMILTON,10,3,8,10,6,0
2020-05-13,2238,HASTINGS PRINCE EDWARD,2,3,7,5,3,0
2020-05-13,2240,CHATHAM-KENT,0,0,0,1,0,0
2020-05-13,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-05-13,2242,LAMBTON,1,2,5,5,3,0
2020-05-13,2243,"LEEDS,GRENVILLE,LANARK",3,1,54,18,34,0
2020-05-13,2244,MIDDLESEX-LONDON,6,3,19,21,11,1
2020-05-13,2246,NIAGARA,4,4,3,3,17,0
2020-05-13,2247,NORTH BAY-PARRY SOUND,1,0,1,0,0,0
2020-05-13,2249,NORTHWESTERN,0,0,0,0,0,0
2020-05-13,2251,OTTAWA,13,3,275,208,156,1
2020-05-13,2253,PEEL,16,0,263,194,129,1
2020-05-13,2255,PETERBOROUGH,1,2,1,2,0,0
2020-05-13,2256,PORCUPINE,3,0,3,0,0,0
2020-05-13,2257,RENFREW,1,1,0,1,0,0
2020-05-13,2258,EASTERN ONTARIO,3,1,26,6,9,0
2020-05-13,2260,SIMCOE-MUSKOKA,2,3,15,12,18,0
2020-05-13,2261,SUDBURY,3,3,1,2,1,0
2020-05-13,2262,THUNDER BAY,1,0,0,1,0,0
2020-05-13,2263,TIMISKAMING,1,1,1,3,0,0
2020-05-13,2265,WATERLOO,9,6,203,127,73,0
2020-05-13,2266,WELLINGTON-DUFFERIN-GUELPH,5,3,20,23,20,0
2020-05-13,2268,WINDSOR-ESSEX,11,0,48,28,42,0
2020-05-13,2270,YORK REGION,15,1,226,129,78,0
2020-05-13,3895,TORONTO,53,13,1208,776,534,2
2020-05-13,4913,SOUTH WEST,0,1,0,0,0,0
2020-05-13,5183,Huron Perth,3,2,1,1,4,0
2020-05-14,2226,ALGOMA,1,0,3,0,0,0
2020-05-14,2227,BRANT,1,2,28,29,23,0
2020-05-14,2230,DURHAM,11,4,53,20,118,0
2020-05-14,2233,GREY-BRUCE,2,2,2,1,0,0
2020-05-14,2234,HALDIMAND-NORFOLK,2,1,0,1,0,0
2020-05-14,2235,HALIBURTON KAWARTHA PR,1,2,2,1,29,0
2020-05-14,2236,HALTON,3,2,5,11,0,0
2020-05-14,2237,HAMILTON,10,3,8,10,6,0
2020-05-14,2238,HASTINGS PRINCE EDWARD,2,3,7,5,3,0
2020-05-14,2240,CHATHAM-KENT,0,0,0,1,0,0
2020-05-14,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-05-14,2242,LAMBTON,1,2,9,5,3,0
2020-05-14,2243,"LEEDS,GRENVILLE,LANARK",3,1,53,13,36,0
2020-05-14,2244,MIDDLESEX-LONDON,6,3,19,21,11,1
2020-05-14,2246,NIAGARA,4,4,4,3,17,0
2020-05-14,2247,NORTH BAY-PARRY SOUND,1,0,1,0,0,0
2020-05-14,2249,NORTHWESTERN,0,0,0,0,0,0
2020-05-14,2251,OTTAWA,12,4,274,209,155,1
2020-05-14,2253,PEEL,16,0,264,196,129,1
2020-05-14,2255,PETERBOROUGH,1,2,1,2,0,0
2020-05-14,2256,PORCUPINE,3,0,3,0,0,0
2020-05-14,2257,RENFREW,1,1,0,1,0,0
2020-05-14,2258,EASTERN ONTARIO,3,1,26,6,9,0
2020-05-14,2260,SIMCOE-MUSKOKA,3,3,22,12,20,0
2020-05-14,2261,SUDBURY,3,3,1,2,1,0
2020-05-14,2262,THUNDER BAY,1,0,0,1,0,0
2020-05-14,2263,TIMISKAMING,1,1,1,3,0,0
2020-05-14,2265,WATERLOO,10,6,203,128,73,0
2020-05-14,2266,WELLINGTON-DUFFERIN-GUELPH,4,4,20,22,20,0
2020-05-14,2268,WINDSOR-ESSEX,12,0,48,29,42,0
2020-05-14,2270,YORK REGION,15,1,171,137,81,0
2020-05-14,3895,TORONTO,52,14,1201,778,540,2
2020-05-14,4913,SOUTH WEST,0,1,0,0,0,0
2020-05-14,5183,Huron Perth,1,4,0,0,4,0
2020-05-15,2226,ALGOMA,1,0,3,0,0,0
2020-05-15,2227,BRANT,1,2,28,29,23,0
2020-05-15,2230,DURHAM,11,4,56,20,118,0
2020-05-15,2233,GREY-BRUCE,2,2,2,1,0,0
2020-05-15,2234,HALDIMAND-NORFOLK,1,2,0,1,0,0
2020-05-15,2235,HALIBURTON KAWARTHA PR,1,2,2,1,29,0
2020-05-15,2236,HALTON,3,2,3,11,0,0
2020-05-15,2237,HAMILTON,10,3,5,8,6,0
2020-05-15,2238,HASTINGS PRINCE EDWARD,2,3,7,5,3,0
2020-05-15,2240,CHATHAM-KENT,0,0,0,1,0,0
2020-05-15,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-05-15,2242,LAMBTON,1,2,9,5,3,0
2020-05-15,2243,"LEEDS,GRENVILLE,LANARK",4,1,53,14,36,0
2020-05-15,2244,MIDDLESEX-LONDON,6,3,19,21,11,1
2020-05-15,2246,NIAGARA,4,4,3,3,17,0
2020-05-15,2247,NORTH BAY-PARRY SOUND,1,0,1,0,0,0
2020-05-15,2249,NORTHWESTERN,0,0,0,0,0,0
2020-05-15,2251,OTTAWA,12,4,262,209,163,1
2020-05-15,2253,PEEL,16,0,266,195,131,1
2020-05-15,2255,PETERBOROUGH,0,3,0,0,1,0
2020-05-15,2256,PORCUPINE,3,0,3,0,0,0
2020-05-15,2257,RENFREW,0,2,0,0,0,0
2020-05-15,2258,EASTERN ONTARIO,3,1,23,6,10,0
2020-05-15,2260,SIMCOE-MUSKOKA,3,3,22,12,20,0
2020-05-15,2261,SUDBURY,5,3,2,4,1,0
2020-05-15,2262,THUNDER BAY,1,0,0,1,0,0
2020-05-15,2263,TIMISKAMING,1,1,1,3,0,0
2020-05-15,2265,WATERLOO,10,6,203,134,76,0
2020-05-15,2266,WELLINGTON-DUFFERIN-GUELPH,2,6,20,20,20,0
2020-05-15,2268,WINDSOR-ESSEX,12,0,47,29,42,0
2020-05-15,2270,YORK REGION,15,1,179,141,91,0
2020-05-15,3895,TORONTO,53,14,1271,763,555,2
2020-05-15,4913,SOUTH WEST,0,1,0,0,0,0
2020-05-15,5183,Huron Perth,1,4,0,0,4,0
2020-05-16,2226,ALGOMA,1,0,3,0,0,0
2020-05-16,2227,BRANT,1,2,28,29,23,0
2020-05-16,2230,DURHAM,11,4,51,21,117,0
2020-05-16,2233,GREY-BRUCE,2,2,2,1,0,0
2020-05-16,2234,HALDIMAND-NORFOLK,1,2,0,1,0,0
2020-05-16,2235,HALIBURTON KAWARTHA PR,1,2,2,1,29,0
2020-05-16,2236,HALTON,5,2,5,12,0,0
2020-05-16,2237,HAMILTON,10,3,5,9,6,0
2020-05-16,2238,HASTINGS PRINCE EDWARD,2,3,7,5,3,0
2020-05-16,2240,CHATHAM-KENT,0,0,0,1,0,0
2020-05-16,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-05-16,2242,LAMBTON,2,2,10,5,3,0
2020-05-16,2243,"LEEDS,GRENVILLE,LANARK",4,1,53,3,36,0
2020-05-16,2244,MIDDLESEX-LONDON,7,3,19,23,11,1
2020-05-16,2246,NIAGARA,4,4,4,3,17,0
2020-05-16,2247,NORTH BAY-PARRY SOUND,1,0,1,0,0,0
2020-05-16,2249,NORTHWESTERN,0,0,0,0,0,0
2020-05-16,2251,OTTAWA,12,4,263,205,164,1
2020-05-16,2253,PEEL,16,0,266,195,131,1
2020-05-16,2255,PETERBOROUGH,0,3,0,0,1,0
2020-05-16,2256,PORCUPINE,3,0,3,0,0,0
2020-05-16,2257,RENFREW,0,2,0,0,0,0
2020-05-16,2258,EASTERN ONTARIO,3,1,23,6,10,0
2020-05-16,2260,SIMCOE-MUSKOKA,3,3,20,13,22,0
2020-05-16,2261,SUDBURY,5,3,2,4,1,0
2020-05-16,2262,THUNDER BAY,1,0,0,1,0,0
2020-05-16,2263,TIMISKAMING,1,1,1,3,0,0
2020-05-16,2265,WATERLOO,10,6,203,134,76,0
2020-05-16,2266,WELLINGTON-DUFFERIN-GUELPH,2,6,20,20,20,0
2020-05-16,2268,WINDSOR-ESSEX,12,0,47,29,42,0
2020-05-16,2270,YORK REGION,14,2,179,140,91,0
2020-05-16,3895,TORONTO,54,15,1283,767,581,2
2020-05-16,4913,SOUTH WEST,0,1,0,0,0,0
2020-05-16,5183,Huron Perth,1,4,0,0,4,0
2020-05-17,2226,ALGOMA,1,0,3,0,0,0
2020-05-17,2227,BRANT,1,2,28,29,23,0
2020-05-17,2230,DURHAM,11,4,51,21,117,0
2020-05-17,2233,GREY-BRUCE,2,2,2,1,0,0
2020-05-17,2234,HALDIMAND-NORFOLK,1,2,0,1,0,0
2020-05-17,2235,HALIBURTON KAWARTHA PR,1,2,2,1,29,0
2020-05-17,2236,HALTON,7,2,7,14,0,0
2020-05-17,2237,HAMILTON,10,3,5,9,6,0
2020-05-17,2238,HASTINGS PRINCE EDWARD,2,3,7,5,3,0
2020-05-17,2240,CHATHAM-KENT,0,0,0,1,0,0
2020-05-17,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-05-17,2242,LAMBTON,2,2,10,5,3,0
2020-05-17,2243,"LEEDS,GRENVILLE,LANARK",4,1,53,3,36,0
2020-05-17,2244,MIDDLESEX-LONDON,6,4,17,23,11,1
2020-05-17,2246,NIAGARA,5,4,7,3,17,0
2020-05-17,2247,NORTH BAY-PARRY SOUND,1,0,1,0,0,0
2020-05-17,2249,NORTHWESTERN,0,0,0,0,0,0
2020-05-17,2251,OTTAWA,12,4,263,205,164,1
2020-05-17,2253,PEEL,16,0,266,195,131,1
2020-05-17,2255,PETERBOROUGH,0,3,0,0,1,0
2020-05-17,2256,PORCUPINE,3,0,3,0,0,0
2020-05-17,2257,RENFREW,0,2,0,0,0,0
2020-05-17,2258,EASTERN ONTARIO,3,1,23,6,10,0
2020-05-17,2260,SIMCOE-MUSKOKA,3,3,20,13,22,0
2020-05-17,2261,SUDBURY,5,3,2,4,1,0
2020-05-17,2262,THUNDER BAY,1,0,0,1,0,0
2020-05-17,2263,TIMISKAMING,1,1,1,3,0,0
2020-05-17,2265,WATERLOO,10,6,203,134,76,0
2020-05-17,2266,WELLINGTON-DUFFERIN-GUELPH,2,6,20,20,20,0
2020-05-17,2268,WINDSOR-ESSEX,12,0,47,29,42,0
2020-05-17,2270,YORK REGION,13,3,170,124,91,0
2020-05-17,3895,TORONTO,53,16,1315,756,582,2
2020-05-17,4913,SOUTH WEST,0,1,0,0,0,0
2020-05-17,5183,Huron Perth,1,4,0,0,4,0
2020-05-18,2226,ALGOMA,1,0,3,0,0,0
2020-05-18,2227,BRANT,1,2,28,29,23,0
2020-05-18,2230,DURHAM,11,4,51,21,117,0
2020-05-18,2233,GREY-BRUCE,2,2,2,1,0,0
2020-05-18,2234,HALDIMAND-NORFOLK,1,2,0,1,0,0
2020-05-18,2235,HALIBURTON KAWARTHA PR,1,2,2,1,29,0
2020-05-18,2236,HALTON,7,3,6,14,0,0
2020-05-18,2237,HAMILTON,10,3,5,9,6,0
2020-05-18,2238,HASTINGS PRINCE EDWARD,2,3,7,5,3,0
2020-05-18,2240,CHATHAM-KENT,0,0,0,1,0,0
2020-05-18,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-05-18,2242,LAMBTON,2,2,10,5,3,0
2020-05-18,2243,"LEEDS,GRENVILLE,LANARK",4,1,53,3,36,0
2020-05-18,2244,MIDDLESEX-LONDON,6,4,17,23,11,1
2020-05-18,2246,NIAGARA,6,4,13,3,18,0
2020-05-18,2247,NORTH BAY-PARRY SOUND,1,0,1,0,0,0
2020-05-18,2249,NORTHWESTERN,0,0,0,0,0,0
2020-05-18,2251,OTTAWA,12,4,263,205,164,1
2020-05-18,2253,PEEL,16,0,333,198,135,1
2020-05-18,2255,PETERBOROUGH,0,3,0,0,1,0
2020-05-18,2256,PORCUPINE,3,0,3,0,0,0
2020-05-18,2257,RENFREW,0,2,0,0,0,0
2020-05-18,2258,EASTERN ONTARIO,3,1,23,6,10,0
2020-05-18,2260,SIMCOE-MUSKOKA,3,3,14,15,23,0
2020-05-18,2261,SUDBURY,5,3,2,4,1,0
2020-05-18,2262,THUNDER BAY,1,0,0,1,0,0
2020-05-18,2263,TIMISKAMING,1,1,1,3,0,0
2020-05-18,2265,WATERLOO,11,6,203,135,76,0
2020-05-18,2266,WELLINGTON-DUFFERIN-GUELPH,2,6,20,20,20,0
2020-05-18,2268,WINDSOR-ESSEX,12,0,47,29,42,0
2020-05-18,2270,YORK REGION,12,4,185,122,91,0
2020-05-18,3895,TORONTO,53,17,1246,761,595,2
2020-05-18,4913,SOUTH WEST,0,1,0,0,0,0
2020-05-18,5183,Huron Perth,1,4,0,0,4,0
2020-05-19,2226,ALGOMA,1,0,3,0,0,0
2020-05-19,2227,BRANT,1,2,28,29,23,0
2020-05-19,2230,DURHAM,11,4,52,17,118,0
2020-05-19,2233,GREY-BRUCE,1,3,1,1,0,0
2020-05-19,2234,HALDIMAND-NORFOLK,2,2,2,1,0,0
2020-05-19,2235,HALIBURTON KAWARTHA PR,1,2,2,1,29,0
